Producto,Precio,Cantidad,Fecha,Cliente,Ciudad
Café,16.61,6,2025-08-04,Nazaret Luján,Salamanca
Pollo,17.11,6,2026-05-15,Renato Pedro Olivé,Zamora
Arroz,13.2,10,2025-06-19,Pío Sosa Santos,Navarra
Pollo,11.86,3,2026-01-10,Lucila Robledo Quintana,Álava
Aceite,6.69,5,2025-11-10,Francisco Jose Portero Velasco,Guadalajara
Carne,10.4,2,2026-02-05,Paca del Sola,Zaragoza
Pan,5.48,2,2026-03-03,Leocadio Gonzalez Porcel,Navarra
Arroz,6.55,1,2025-12-15,Balduino Chaparro Adadia,Murcia
Queso,16.79,5,2026-01-23,Nuria Somoza Miralles,Castellón
Café,18.89,3,2025-07-07,Esmeralda de Alberdi,Soria
Queso,13.72,8,2026-04-28,Mar Vicens Maldonado,Málaga
Pan,19.75,9,2025-10-07,Mario del Ferrera,Guadalajara
Carne,16.62,8,2025-11-11,Concepción de Larrea,Lleida
Azúcar,6.92,6,2025-08-12,Hipólito Llamas Salgado,León
Arroz,4.47,2,2026-03-14,Dominga Niño Pallarès,La Coruña
Pan,3.04,7,2025-11-06,Wálter Gomez Jordá,Palencia
Pan,2.36,3,2025-09-10,Goyo de Vives,La Coruña
Pollo,8.52,6,2026-03-08,Herminia Campo Marti,Sevilla
Aceite,11.88,4,2025-10-16,Cecilio Quevedo Larrea,Valladolid
Arroz,9.91,1,2026-03-22,Ema Andrés Nogués,Badajoz
Pollo,1.52,10,2025-07-06,Benigno de Paniagua,Ceuta
Carne,8.92,7,2025-08-11,Vito Céspedes-Cabrera,Navarra
Café,5.83,4,2026-03-16,Adelardo Florentino Parejo Martinez,Cáceres
Leche,12.31,8,2026-02-26,Marino Piña-Fabregat,Ciudad
Pan,19.76,5,2025-08-07,Tristán Tamarit-Barriga,Zamora
Arroz,3.03,7,2025-12-08,Josefa Guitart Ponce,Alicante
Huevos,1.8,1,2025-10-19,Cristian Gilabert Chaves,Tarragona
Azúcar,2.05,6,2025-11-21,Eustaquio de Torrent,La Coruña
Carne,5.72,4,2026-02-15,Jose Carlos Pedrosa Iñiguez,Lleida
Queso,3.48,10,2026-02-12,Estrella López Cuéllar,Cuenca
Leche,7.1,8,2026-02-17,Dulce Silva-Ballester,Asturias
Queso,9.34,8,2025-09-02,Fátima Fonseca Tena,Granada
Café,13.12,9,2026-03-13,Ruperto Reig Perales,Sevilla
Café,13.52,2,2026-05-25,José Ángel Amador Ribas,Huelva
Azúcar,9.63,4,2026-03-20,Emigdio Quero Montaña,Cáceres
Arroz,3.99,6,2026-01-10,Marcio Mendizábal Ortiz,Cáceres
Arroz,17.31,2,2025-06-07,Damián Urbano Bartolomé Leiva,Pontevedra
Azúcar,14.07,6,2026-04-06,Reina del Tovar,Soria
Carne,8.58,3,2026-03-30,Juanita Tomas Fuertes,Cantabria
Carne,6.72,6,2025-11-25,Isaac Diez,Baleares
Aceite,9.92,1,2026-02-22,Cruz Tejera Almansa,Ávila
Huevos,15.66,3,2026-03-25,Salvador del Gelabert,Álava
Aceite,5.35,2,2025-10-26,Genoveva de Folch,La Rioja
Queso,5.41,10,2026-03-16,Ramona Vicente Calderon,Valladolid
Aceite,4.64,6,2025-08-03,Dalila Lloret,Cuenca
Carne,10.52,5,2026-05-24,Filomena Encarnita Lago Moles,Ávila
Aceite,3.08,5,2025-08-04,Tomasa García Pizarro,Ceuta
Arroz,3.18,6,2025-11-14,Calixto Peñalver Viana,Burgos
Queso,19.93,4,2026-02-18,Candela Iniesta Cuenca,Barcelona
Leche,8.28,3,2025-09-21,Juan Pablo Vilaplana Olivares,Salamanca
Queso,15.35,5,2025-12-28,Tere Ayllón Gargallo,Jaén
Pan,1.4,8,2025-08-10,Rafa Paniagua Alsina,Málaga
Carne,11.84,3,2026-03-31,Merche Anastasia Ferrer Vergara,Huelva
Aceite,9.68,9,2025-06-05,Teresita Mateu Salinas,Toledo
Pollo,19.17,1,2025-06-23,Ámbar Guillen Batalla,Navarra
Carne,10.55,5,2025-12-31,Odalys Francisco Solera,Navarra
Carne,16.03,7,2025-11-13,Ariadna Casas Sola,Toledo
Huevos,12.84,3,2025-11-13,Efraín Ramón Agullo Esteban,Pontevedra
Aceite,0.8,5,2026-03-03,Lupe Peláez-Revilla,Navarra
Pollo,17.97,3,2025-08-30,Atilio Cuadrado Sastre,León
Carne,11.98,5,2025-08-18,Susana Madrigal Amores,Burgos
Huevos,10.14,4,2025-08-03,Mario Rocha-Baquero,Murcia
Pollo,5.92,7,2025-07-16,Yésica del Román,Álava
Pan,10.15,6,2026-01-10,Paco Mosquera-Seguí,Madrid
Queso,15.71,2,2026-02-04,León Ochoa Ripoll,Jaén
Carne,10.59,1,2025-09-28,Santos de Barranco,Granada
Carne,1.36,9,2026-02-23,Anunciación Judith Poza Quintero,Ceuta
Aceite,7.86,4,2026-01-10,Angélica Robledo Velasco,Pontevedra
Queso,16.86,4,2026-01-05,Felisa Moll Cárdenas,Badajoz
Aceite,9.78,7,2025-07-15,Lucio Julio Cabrero Valls,Las Palmas
Queso,8.33,7,2025-08-04,Palmira Yésica Teruel Arellano,Las Palmas
Carne,11.04,1,2025-12-21,Donato Nieto Mayoral,Las Palmas
Azúcar,17.05,5,2025-10-25,Alfonso Calderón-Velázquez,Vizcaya
Aceite,19.43,3,2025-06-05,Dionisio Marti Jurado,Guadalajara
Queso,10.47,5,2025-09-26,Daniela Rebollo Casas,Zamora
Aceite,9.07,8,2025-11-13,Rodrigo Coll Corominas,Badajoz
Queso,18.69,8,2026-01-15,Leyre Sánchez,Ciudad
Leche,18.7,10,2025-11-12,Judith Garriga Echevarría,Asturias
Leche,4.43,4,2026-03-14,Mireia Jenny Pinto Medina,Guipúzcoa
Carne,19.91,7,2026-02-27,Jovita Pérez Sanmartín,Vizcaya
Café,13.43,10,2025-09-30,Pili Salgado Torres,Pontevedra
Huevos,2.79,3,2026-01-09,Eric Vallés Matas,Ourense
Azúcar,7.84,9,2026-02-15,Bartolomé Vázquez Jáuregui,Guipúzcoa
Huevos,3.18,4,2025-08-31,Ciriaco Valencia Pintor,Palencia
Azúcar,7.35,4,2025-11-26,Tristán Luque Pera,Vizcaya
Aceite,1.69,4,2025-06-23,Milagros Sans Alfaro,Baleares
Café,13.36,10,2026-04-16,Julieta Feliciana Peralta Comas,Guipúzcoa
Pan,7.29,2,2025-08-29,Gabriel Ríos Andrade,Zaragoza
Pan,19.38,4,2026-01-08,Pacífica Dávila Leon,Lugo
Huevos,12.85,9,2025-08-23,Abel Rozas Ros,Guadalajara
Aceite,17.96,5,2025-11-01,Américo Torres Luna,La Rioja
Arroz,14.75,3,2026-05-18,Angelita Benavides Almeida,Santa Cruz de Tenerife
Carne,10.81,6,2025-07-31,Noemí Cobo González,Granada
Pollo,17.25,2,2025-10-22,Marisa Tamarit Canet,Madrid
Aceite,15.03,8,2026-02-04,Ramiro Fabregat Cid,Burgos
Pollo,0.75,6,2025-10-19,Carmina Barros Coca,Vizcaya
Carne,6.37,1,2025-09-01,Juan Francisco Acuña,Santa Cruz de Tenerife
Azúcar,2.38,6,2025-06-02,María Dolores Bello Ponce,Lleida
Arroz,9.72,9,2025-12-14,Etelvina Cepeda Lago,Ciudad
Queso,13.54,5,2026-03-10,Ramiro Graciano Galan Araujo,Teruel
Arroz,11.79,8,2026-01-08,José Luis Cristóbal Ferrández Azorin,Jaén
Huevos,14.5,9,2025-11-27,Juan Sanabria Aller,La Coruña
Carne,12.32,4,2025-09-22,Ruben del Valdés,Córdoba
Pollo,11.25,8,2025-06-29,Rosa Saavedra,Palencia
Azúcar,11.58,10,2025-06-02,Iris Haro Gracia,Badajoz
Pan,16.4,4,2026-05-01,Germán Leon Pagès,Palencia
Leche,9.93,5,2025-10-14,Roxana Flor Carranza,Pontevedra
Pollo,14.12,8,2026-03-14,Piedad Cáceres Requena,Valladolid
Leche,1.66,3,2025-06-19,Guiomar del Aramburu,Valencia
Leche,15.35,8,2025-06-18,Josué Roldan Valderrama,Cantabria
Café,18.31,1,2026-05-02,Olga Miranda Cabello,León
Huevos,17.89,4,2026-02-10,Virgilio Alvarado,Cuenca
Carne,14.8,10,2025-10-02,Rosa María Bertrán Alberola,Madrid
Café,15.83,1,2026-01-18,María Teresa Viña Amores,Huelva
Pollo,18.61,7,2025-11-12,Adelia del Ordóñez,Soria
Pollo,8.01,8,2025-07-20,Evelia Rosselló Vall,Ourense
Aceite,18.1,1,2025-10-23,Amalia Perales Barros,Huesca
Arroz,15.66,8,2025-12-16,Emperatriz Isabel Roda Ribas,Alicante
Arroz,10.82,6,2026-05-01,Simón del Sans,Segovia
Pollo,8.3,2,2026-01-07,Fabio Barros Torre,La Coruña
Pan,6.56,4,2026-01-26,Gema Cardona Calvo,Badajoz
Pan,8.13,2,2025-08-20,Chus Eva María Piñol Vall,La Coruña
Arroz,4.34,4,2025-10-19,Reinaldo Peinado-Caparrós,Soria
Azúcar,5.11,4,2026-05-21,Ceferino Sáez,Lugo
Carne,19.65,6,2025-08-06,Angelina Segarra Gimeno,Almería
Carne,7.49,8,2026-05-01,Francisco Sandoval-Losa,Soria
Pan,11.35,8,2025-11-12,Constanza Sánchez Simó,Álava
Carne,17.21,3,2026-04-26,Olimpia Rozas,Cáceres
Queso,10.7,3,2026-01-19,Adela Fonseca Navarro,Málaga
Pollo,17.5,9,2026-04-14,Margarita Fabiana Llabrés Crespi,Ciudad
Pollo,7.4,8,2025-12-12,Rafael Martinez Maestre,Cáceres
Pan,0.76,4,2025-09-26,Isaura Galiano Sarmiento,Asturias
Huevos,12.19,5,2025-12-16,Teodora Cano Coloma,Albacete
Carne,15.72,3,2026-02-27,Macarena Clavero Rincón,Badajoz
Leche,8.33,2,2025-11-24,Ildefonso Roque Marco Villegas,La Rioja
Arroz,7.1,5,2026-04-19,Eugenio Porfirio Donoso Cañellas,Salamanca
Huevos,6.31,6,2026-04-14,Isa Simó Zaragoza,Albacete
Aceite,7.66,9,2025-12-21,Clementina Iglesias Bertrán,Badajoz
Leche,2.06,6,2026-05-04,Vidal Barco Castilla,Navarra
Carne,1.2,3,2025-09-13,Olegario Guijarro Salvà,Ourense
Pan,6.2,10,2025-10-04,Valeria Duarte Rico,Álava
Huevos,5.26,4,2026-02-07,Juliana del Amores,Guipúzcoa
Carne,19.0,3,2026-01-30,José María Amo Sancho,Burgos
Queso,4.97,7,2026-03-24,Cruz Varela-Pedraza,Ciudad
Huevos,5.25,7,2026-02-27,Pilar Arnau Larrañaga,Zaragoza
Pollo,8.48,2,2025-06-30,Juan José Salom-Arteaga,Tarragona
Arroz,10.71,10,2025-12-17,Asunción Boada Franco,Huelva
Huevos,4.2,10,2025-08-25,Jose Carlos Sanjuan,Málaga
Arroz,10.65,1,2026-01-27,Gerónimo Lucena-Tormo,Albacete
Huevos,1.77,10,2025-07-06,Apolinar Miguel Seguí,Ciudad
Café,6.55,5,2025-07-18,Bernarda Marco Cadenas,Burgos
Leche,10.22,4,2025-09-08,Alcides Ortega Cuenca,Melilla
Aceite,13.59,8,2025-12-25,Camilo Flavio Vergara Cabanillas,Sevilla
Pollo,12.56,4,2026-01-11,Calixta Rodrigo,Toledo
Huevos,13.61,5,2025-05-29,Blas Suárez Valderrama,Guadalajara
Queso,18.52,5,2025-08-08,Ruy Cifuentes Llobet,Valladolid
Café,17.05,5,2026-01-03,Esmeralda Blanca,Sevilla
Leche,14.96,9,2026-05-03,Carla Blanes Clemente,Vizcaya
Huevos,4.41,8,2025-08-28,Lupita Jódar Cózar,Sevilla
Arroz,17.74,5,2025-12-20,Bienvenida Ramona Mena Francisco,Córdoba
Azúcar,15.24,9,2025-08-19,Jenaro Ismael Calzada Artigas,Tarragona
Azúcar,8.89,5,2026-02-01,Joel Cortés,La Rioja
Huevos,2.54,5,2026-02-21,Jafet Balaguer-Melero,Sevilla
Café,17.41,5,2026-05-21,Dimas Verdejo Bernal,Málaga
Leche,16.03,3,2026-02-10,Rosa María Sosa Solé,Lugo
Aceite,16.1,10,2025-07-10,Marino Carrasco-Barroso,Cuenca
Pollo,10.26,7,2026-02-08,Renata Farré,Ciudad
Arroz,7.29,6,2025-06-06,Isabel Macías,Ourense
Pollo,11.08,5,2025-07-25,Vidal Calzada,Soria
Arroz,19.83,9,2025-12-07,Leopoldo Caro Benavides,Guadalajara
Aceite,1.55,10,2026-02-17,Carlota Iglesia Blasco,Madrid
Queso,6.27,8,2026-05-22,Brígida Pedraza Armas,Zamora
Carne,6.0,2,2025-10-15,Fabián Juárez,Las Palmas
Café,15.84,4,2026-01-06,Reyes Zamorano Amorós,Valladolid
Pan,13.32,5,2026-02-09,Azahara Gimeno Valcárcel,Lugo
Carne,14.98,3,2026-01-29,Fanny Pla Barba,Guadalajara
Azúcar,17.61,6,2025-11-16,Gema Sandra Borrego Barrena,Lleida
Pollo,15.18,3,2025-10-23,Olalla Plana-Díaz,Albacete
Huevos,18.4,9,2025-08-03,Cecilio Iniesta Fuente,Sevilla
Carne,6.11,8,2026-02-06,Isidro Villaverde Segarra,León
Pan,16.14,1,2026-04-18,Nacho Epifanio Gual Vilalta,Almería
Pollo,9.24,9,2025-08-21,Haydée Falcón-Cervera,Navarra
Leche,9.74,7,2025-06-14,Teófilo Roldán Villalobos Bejarano,Guipúzcoa
Arroz,18.79,2,2025-07-25,Omar Perales Cortes,Lugo
Café,3.34,3,2025-07-17,Albino Vilar Losa,La Rioja
Café,1.78,7,2026-04-06,Leonor Gascón Uribe,Almería
Carne,18.22,7,2025-09-27,Eduardo Vélez-Cañete,Alicante
Leche,12.78,5,2025-11-13,Nazaret Tejero Crespi,Soria
Azúcar,12.22,4,2025-11-01,Eli Llabrés Murcia,Vizcaya
Queso,19.03,9,2025-11-02,Elisa Grau Colom,Cantabria
Azúcar,5.25,10,2026-04-02,Carmela Cortes-Calleja,Cuenca
Café,2.81,10,2026-03-20,Trini Castejón,Cuenca
Aceite,3.11,3,2025-10-12,Soledad del Lago,Santa Cruz de Tenerife
Carne,16.59,10,2025-08-12,Humberto Lladó Galindo,Ávila
Pollo,2.67,1,2026-04-24,Cristian de Oliver,Jaén
Café,14.74,1,2025-06-28,Gervasio Dalmau Gabaldón,Santa Cruz de Tenerife
Café,10.49,6,2025-07-28,Benjamín Verdejo Carrera,Álava
Café,18.37,9,2025-07-07,Ariadna Mayo Crespi,Teruel
Leche,15.18,6,2026-02-20,Eric Alfaro Ballesteros,Albacete
Huevos,2.82,6,2025-10-28,Loreto Verdejo Fajardo,La Rioja
Leche,18.63,2,2026-05-14,Ainoa Maestre Ramírez,Cádiz
Leche,19.39,3,2025-07-26,Fortunato Rincón-Romero,Alicante
Huevos,17.96,3,2025-06-23,Graciana Chico,Baleares
Pan,2.43,5,2025-07-31,Tomás Lerma Lerma,Cantabria
Leche,5.38,4,2026-05-10,Isabel Amaya Narváez,Ourense
Queso,16.36,9,2025-05-27,Cruz de Castelló,Cádiz
Café,13.02,7,2025-06-23,Celestino Pozuelo,Toledo
Arroz,7.88,9,2025-06-08,Luis Miguel Uribe Luna,Madrid
Carne,10.58,6,2025-10-16,Carlota Calderón Marquez,Pontevedra
Carne,8.33,9,2025-09-20,Isaura Ordóñez Álvaro,Castellón
Carne,1.35,9,2025-08-10,Esther de Granados,Cantabria
Carne,4.18,4,2025-08-26,Ángel Calvet,Albacete
Carne,17.61,6,2025-06-07,Pascual Miguel-Coloma,Girona
Pan,16.17,8,2025-07-04,Concha Benet Barba,La Coruña
Café,12.21,3,2026-04-29,Eliana Agudo Jove,Málaga
Queso,11.44,7,2025-12-04,Jose Miguel Matas Bolaños,Asturias
Huevos,10.95,2,2025-08-02,Roque Llano Iniesta,Vizcaya
Queso,3.19,1,2025-07-06,Delfina Arnal Osorio,Burgos
Azúcar,12.8,7,2025-08-03,Custodio Campillo-Doménech,Granada
Café,13.32,3,2026-01-02,Domingo Santana Vall,Ciudad
Pollo,19.51,1,2025-11-06,Eutimio del Crespi,Álava
Queso,13.93,4,2026-03-06,Nacio Herrero Flores,Cuenca
Arroz,11.09,2,2026-01-29,Carmela Novoa Lozano,Almería
Azúcar,7.96,9,2025-07-08,Ricardo Tejero Andrés,Castellón
Café,2.52,6,2026-05-12,Carmela de Jordán,La Coruña
Aceite,12.49,6,2025-06-20,Sol Roldan Ayllón,Las Palmas
Carne,12.0,4,2025-06-17,Esperanza Aramburu Feliu,Burgos
Café,5.59,6,2025-08-28,Teófilo del Jara,Cáceres
Café,12.32,4,2025-11-17,Rosalinda Escolano-Uría,Segovia
Queso,6.02,4,2025-12-16,Cornelio de Tovar,Toledo
Leche,6.33,1,2025-12-10,Wálter Celestino Giménez Caparrós,Albacete
Aceite,11.75,4,2025-06-11,Yaiza Purificación Castro Saldaña,Lleida
Pollo,5.12,9,2025-07-06,Cruz Casares,Ourense
Azúcar,4.9,3,2025-11-21,Caridad Amaya Macias,Pontevedra
Carne,4.47,5,2025-10-26,Demetrio Escalona Piñeiro,Ciudad
Queso,12.76,6,2025-07-27,Hugo Corominas Menéndez,Navarra
Carne,5.64,8,2025-08-12,Cintia Aznar-Nadal,La Coruña
Café,15.3,5,2026-05-23,Amaro Luis Ángel Benavente Navarrete,Melilla
Arroz,15.53,5,2025-07-13,Griselda del Montesinos,Málaga
Pollo,17.36,9,2025-10-12,Trini Piña-Carvajal,Ceuta
Pan,16.21,3,2025-07-30,Fátima Ballesteros Verdugo,Ávila
Leche,9.14,8,2026-05-09,Lorena de Conde,Pontevedra
Huevos,11.47,10,2025-08-24,Jacobo Gálvez Bernal,Castellón
Huevos,17.46,7,2025-10-27,Olegario Murillo Pineda,Baleares
Huevos,18.93,9,2026-03-05,Édgar González Baena,Almería
Pollo,8.9,6,2025-12-15,Alfredo Nico Alfaro Iñiguez,Cádiz
Queso,15.33,4,2025-12-20,Sarita Téllez-Marquez,León
Azúcar,12.65,6,2025-09-05,Celia Reguera Martinez,Navarra
Pollo,18.35,5,2025-07-19,David del Nuñez,Castellón
Pollo,2.74,10,2025-06-15,Sigfrido Adrián Riquelme Berrocal,Girona
Arroz,17.32,9,2025-11-27,Dora Tello Codina,Barcelona
Pan,1.51,3,2026-01-10,Pablo Iñiguez,Guipúzcoa
Aceite,0.63,4,2025-09-07,Fito Collado Solís,Guadalajara
Leche,0.62,8,2026-02-23,Dionisio Arranz Bermudez,Castellón
Arroz,6.44,5,2026-01-20,Selena Juliá Cadenas,Segovia
Leche,9.11,4,2025-12-03,Teobaldo Baeza Marí,Santa Cruz de Tenerife
Pollo,7.77,5,2025-07-24,Clara Agustí-Lozano,Cantabria
Café,6.72,8,2025-09-18,Alba Abril Pont Varela,Guadalajara
Carne,2.94,10,2026-05-17,Rafa Alcalá,Segovia
Queso,1.69,5,2025-07-24,Máximo Muro Ibáñez,Ciudad
Pollo,7.46,7,2025-10-09,Luciano Falcó Arévalo,Teruel
Pollo,7.99,8,2026-05-14,Victor Aznar Pino,Valladolid
Pan,1.07,7,2025-06-18,Zaida Quintero Blanca,Granada
Carne,11.1,9,2025-09-29,Erasmo del Escolano,Navarra
Arroz,7.35,3,2026-05-22,Estefanía Urrutia Sánchez,Las Palmas
Pollo,16.35,5,2025-06-20,Bernarda Garmendia Zabaleta,Almería
Queso,5.33,4,2026-05-20,Poncio Bellido-Sala,Córdoba
Huevos,15.53,4,2026-04-13,Haroldo Benavent-Bueno,Palencia
Pollo,18.62,6,2025-09-15,Julieta Aparicio Riera,Guipúzcoa
Carne,15.49,8,2025-07-28,Abilio de Bolaños,Guadalajara
Pollo,14.85,1,2025-11-19,Telmo Carmelo Becerra Segovia,Toledo
Pan,5.93,4,2026-05-23,Lupe Narcisa Santamaria Vélez,Salamanca
Queso,13.11,3,2026-05-06,Nidia Huguet Tomas,Cantabria
Queso,12.07,8,2025-08-08,Edu Lucio Carlos Pellicer,Granada
Queso,2.61,3,2025-06-10,Rolando Sosimo Fajardo Barberá,Guadalajara
Arroz,10.29,8,2026-01-19,Nicolás Moliner,Cáceres
Café,16.96,9,2025-07-04,Susanita Espinosa Aguado,Lugo
Café,13.15,4,2025-08-05,Severiano Barriga Bustos,Toledo
Pan,11.25,3,2025-07-22,Roxana Díez,Tarragona
Pollo,2.23,9,2025-06-13,Cristóbal Figueroa Flor,Palencia
Pan,3.41,3,2025-09-06,Almudena Asenjo Alvarez,Segovia
Aceite,12.66,3,2025-07-31,Maxi Araujo Quiroga,Huesca
Arroz,17.41,3,2025-11-01,Lorenzo del Serrano,Ávila
Leche,1.7,3,2025-09-22,María Fernanda Abella Zurita,Ciudad
Huevos,19.21,1,2025-07-31,Olalla Gisbert-Peinado,Cáceres
Café,17.24,1,2025-10-16,Yéssica Jódar,Pontevedra
Huevos,18.32,2,2025-07-18,Francisco Hervás Cuevas,Valencia
Arroz,11.66,1,2026-03-10,Agustina Campoy Figueras,Teruel
Café,19.56,9,2026-02-01,César Felipe Toledo Rebollo,Toledo
Aceite,17.11,3,2025-09-27,Felipe Viñas,Palencia
Pan,13.33,7,2025-10-18,Manuel Ariño,Jaén
Pan,3.8,7,2025-10-11,Crescencia Iglesia,Lugo
Azúcar,2.72,9,2025-11-07,Tomás Rosell,Alicante
Pollo,16.42,3,2025-08-17,Juana Ródenas-Gaya,La Rioja
Leche,15.95,2,2026-03-04,Bonifacio Gutiérrez-Vicente,Sevilla
Queso,15.35,8,2026-05-15,Emperatriz Calleja Méndez,Zamora
Pollo,6.59,8,2026-02-11,Emelina Herrera-Puig,Vizcaya
Pollo,3.9,10,2026-02-21,Reina Tomás Manuel,Guipúzcoa
Café,8.51,8,2025-10-23,Clímaco de Bayona,Girona
Leche,7.81,3,2026-04-23,Desiderio Carrión Arévalo,Ávila
Huevos,2.97,5,2025-09-29,Baldomero Giménez Nicolás,Vizcaya
Queso,13.28,8,2025-08-21,Juan Pomares Gonzalez,Ciudad
Pollo,17.69,10,2025-07-13,Jorge Gual,Navarra
Aceite,14.92,7,2025-09-19,Paco Iborra Moya,La Rioja
Carne,9.2,10,2025-12-01,Nacio Maldonado Díez,Ciudad
Café,1.64,3,2025-07-22,Rebeca Mancebo,Salamanca
Pollo,12.79,10,2025-09-03,Calista Izquierdo-Arcos,Barcelona
Aceite,19.49,3,2025-12-23,Tere Exposito Juliá,Cáceres
Queso,18.18,5,2025-09-29,Alejandra Manola Miguel Seco,Albacete
Aceite,19.93,2,2025-12-08,Manuel Diéguez Peralta,Castellón
Huevos,19.72,10,2025-12-27,Segismundo Madrigal,Zaragoza
Aceite,8.04,1,2025-07-04,Amaro Pi Amigó,Palencia
Queso,8.13,4,2026-03-25,Raquel Encarnacion Falcón Aguilar,Ciudad
Azúcar,9.43,4,2025-08-26,Sofía Montoya-Mayoral,Teruel
Café,5.08,7,2025-06-06,Benito del Alcolea,Tarragona
Café,18.45,4,2025-12-03,Alberto Polo Santiago,Guipúzcoa
Pan,3.39,1,2025-07-19,Roque Germán Laguna Cepeda,Cáceres
Pan,9.97,8,2025-06-14,Armida Fonseca-Rueda,Albacete
Pollo,17.62,8,2025-08-10,Estrella Pacheco Azorin,Alicante
Carne,1.5,5,2025-06-05,Pepito Esteban Acevedo,Cantabria
Pan,2.92,7,2026-02-07,Julieta Fabra,Cantabria
Aceite,15.24,9,2026-04-20,Sonia Narváez Arteaga,Barcelona
Arroz,10.87,5,2025-09-08,Abigaíl Exposito Querol,Murcia
Arroz,19.36,9,2025-06-05,Rafael Rosado Egea,Cuenca
Pollo,5.04,3,2025-08-25,Pilar Mancebo Hidalgo,Cuenca
Huevos,4.12,6,2026-04-18,Nydia Olivares Soriano,Cádiz
Café,19.01,1,2026-03-25,Purificación Máxima Casado Andrés,Las Palmas
Arroz,17.98,6,2026-03-23,Ana Belén Navarro-Pina,La Coruña
Queso,12.64,6,2025-11-02,Eloísa de Flor,Murcia
Aceite,18.95,8,2025-08-02,Joan Cánovas Portillo,Huelva
Aceite,5.6,5,2026-03-05,Loreto Ribas Amaya,Santa Cruz de Tenerife
Queso,4.25,5,2025-12-25,Cipriano Vilanova Martín,Asturias
Leche,5.85,9,2025-10-23,Nicolasa Barbero Osuna,Guipúzcoa
Café,16.5,2,2026-03-25,Jenaro del Segovia,Zamora
Aceite,7.09,1,2026-01-15,Roxana Sáez Soriano,Cuenca
Queso,16.36,5,2025-09-12,Alma Garcés Campo,Ávila
Aceite,4.85,4,2025-10-30,Vinicio Aroca González,Madrid
Pollo,17.72,8,2026-03-30,Rita Fabregat,Huelva
Pollo,8.57,6,2025-08-17,Olivia Domitila Reina Barrena,Albacete
Azúcar,8.68,9,2026-02-04,Dulce Vergara Guzman,Zamora
Pollo,18.67,3,2025-08-04,Faustino Ayllón Peñas,Almería
Pollo,16.13,8,2026-04-03,Marcelo Bautista Solera,Álava
Huevos,4.34,7,2026-05-10,Danilo del Villalobos,Salamanca
Arroz,5.24,5,2026-04-19,María Del Carmen Terrón,Teruel
Café,6.34,7,2025-08-19,Edelmiro Niño,Guadalajara
Queso,14.1,10,2026-05-16,Nacio Baquero-Carro,Valladolid
Pollo,5.95,3,2025-12-31,Sarita Zorrilla Rius,Guipúzcoa
Azúcar,4.2,6,2026-02-28,Oriana del Gual,Ceuta
Pan,3.09,7,2025-10-17,Bienvenida Múgica Cañizares,Melilla
Queso,1.03,8,2025-08-26,Clarisa Lorena Calatayud Rocamora,Cádiz
Huevos,11.86,6,2025-05-28,Fausto Contreras Pallarès,Guadalajara
Queso,10.73,7,2026-01-21,Carmen Pallarès Gual,Vizcaya
Leche,19.78,5,2026-01-12,Bernarda Azcona Escolano,Alicante
Azúcar,1.06,9,2026-01-17,Lupe Maldonado-Roca,Cantabria
Carne,14.58,3,2026-03-08,Eusebia Alsina Fernandez,Ourense
Azúcar,12.13,8,2025-09-03,Federico Medina Mas,Castellón
Azúcar,9.09,10,2025-12-28,Pilar Iglesia Toro,Burgos
Café,5.14,2,2026-04-24,Curro Tejedor-Aliaga,Alicante
Pollo,3.42,4,2026-01-22,Crescencia Roselló Pérez,Toledo
Arroz,15.97,10,2026-04-23,Eric Infante Bermejo,La Coruña
Aceite,1.46,4,2025-10-07,Alex Lalo Tamayo Ochoa,Navarra
Huevos,1.98,6,2025-08-10,Aníbal Bernat Sanchez,Barcelona
Huevos,3.1,1,2025-12-21,Alexandra Barrera Valderrama,Melilla
Aceite,1.36,5,2026-01-11,Claudia Antón-Almagro,Álava
Carne,6.0,8,2025-08-12,Leopoldo Almansa Trillo,Ciudad
Pan,8.02,7,2025-10-12,Úrsula Campos Giralt,Ceuta
Leche,7.3,1,2026-02-23,Amílcar Boix Armengol,Valencia
Azúcar,14.42,1,2025-12-17,Elena Carrión Alcaraz,Asturias
Pan,19.21,10,2026-01-06,Nazaret Sosa Cepeda,Valladolid
Café,3.08,1,2026-05-20,Bienvenida Doménech Vázquez,Granada
Queso,16.91,2,2026-03-21,Goyo Tomás Porcel,Teruel
Aceite,1.68,8,2026-04-01,Silvestre del Doménech,Huelva
Carne,8.31,7,2026-02-24,Eva María Borrego Valenzuela,Lugo
Aceite,13.13,8,2026-02-27,Anselma Peña-Girón,Girona
Huevos,14.89,8,2025-11-04,Margarita Beltran Pinilla,Badajoz
Pan,1.79,4,2025-10-18,Anselma Bueno Milla,Palencia
Huevos,7.05,6,2026-03-20,Elodia Uría Bermúdez,Teruel
Queso,9.29,3,2026-05-11,Toño Camino-Araujo,Ávila
Carne,13.11,1,2026-02-13,Claudia Zaida Jurado Ribas,Guadalajara
Queso,3.11,3,2025-07-16,Asunción del Mascaró,Almería
Azúcar,7.89,5,2025-08-31,Cornelio Baños Romeu,León
Queso,19.54,5,2026-05-18,Manuel Alvarez Cuevas,Navarra
Leche,6.59,9,2025-07-27,Josué Villalobos Lobo,Toledo
Pan,15.66,9,2026-03-08,Alexandra Segura Cantón,Vizcaya
